12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,20,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,20,20,12,12,12,12,12
12,12,22,12,12,12,12,12,12,12,12,12,12,12,20,20,20,12,12,12,12
12,12,22,22,12,12,12,12,12,12,3,12,12,12,12,12,12,3,3,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,30,30,12,3,12,12,12
12,12,12,12,12,12,12,20,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,20,20,20,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,20,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,23,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,23,12,12,12,12,12,12,12,20
12,12,12,12,12,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,20
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,23,12,12,30,30,30,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,23,12,12,12,12,12,12,12,12,12,12,12,12,12,20,12,12
12,12,12,12,23,23,12,12,12,12,12,12,12,12,12,12,3,12,20,12,12
12,12,12,12,12,23,23,23,23,12,12,12,12,12,12,12,3,12,12,22,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,12,12,22,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
